Organism Name,Organism Groups,Strain,BioSample,BioProject,Size(Mb),GC%,Type,Replicons,CDS,Release Date,Genes
"Capsicum frutescens","Eukaryota;Plants;Land Plants","","","PRJNA298186",0.156817,37.721,"chloroplast","NC_028007.1/KR078312.1",86,"2015-10-08T00:00:00Z",131
"Capsicum galapagoense","Eukaryota;Plants;Land Plants","","","PRJNA368900",0.156959,37.7149,"chloroplast","NC_033524.1/KX913216.1",87,"2017-01-26T00:00:00Z",132
"Capsicum lycianthoides","Eukaryota;Plants;Land Plants","","","PRJNA276187",0.156583,37.7557,"chloroplast","NC_026551.1/KP274856.1",83,"2015-04-22T00:00:00Z",130
"Capsicum pubescens","Eukaryota;Plants;Land Plants","","SAMN07947778","PRJNA504169",0.15739,37.6892,"chloroplast","NC_039694.1/",86,"2018-11-09T00:00:00Z",131
"Capsicum tovarii","Eukaryota;Plants;Land Plants","","","PRJNA368899",0.156816,37.7213,"chloroplast","NC_033526.1/KX913219.1",87,"2017-01-26T00:00:00Z",132
"Capsosiphon fulvescens","Eukaryota;Plants;Green Algae","","","PRJNA508167",0.111561,31.2986,"plastid","NC_039920.1/MG727869.1",73,"2018-12-03T00:00:00Z",106
"Carabus changeonleei","Eukaryota;Animals;Insects","","","PRJNA615543",0.016831,20.6464,"mitochondrion","NC_046469.1/MG253028.1",13,"2020-03-26T00:00:00Z",37
"Carabus granulatus","Eukaryota;Animals;Insects","","","PRJNA573365",0.016918,21.6397,"mitochondrion","NC_044759.1/MN122870.1",13,"2019-09-21T00:00:00Z",37
"Carabus lafossei","Eukaryota;Animals;Insects","","","PRJNA422850",0.016793,20.3299,"mitochondrion","NC_036507.1/KY992943.1",13,"2017-12-18T00:00:00Z",37
"Caracal caracal","Eukaryota;Animals;Mammals","","","PRJNA301263",0.016859,39.3677,"mitochondrion","NC_028306.1/KP202272.1",13,"2015-11-05T00:00:00Z",37
"Caracara cheriway","Eukaryota;Animals;Birds","","","PRJNA573169",0.017077,47.3444,"mitochondrion","NC_044673.1/MN231451.1",13,"2019-09-21T00:00:00Z",37
"Caracara creightoni","Eukaryota;Animals;Birds","","","PRJNA573188",0.016931,46.9966,"mitochondrion","NC_044674.1/MN231452.1",13,"2019-09-21T00:00:00Z",37
"Caracara plancus","Eukaryota;Animals;Birds","","","PRJNA573200",0.017077,47.3678,"mitochondrion","NC_044672.1/MN231450.1",13,"2019-09-21T00:00:00Z",37
"Caragana korshinskii","Eukaryota;Plants;Land Plants","","","PRJNA394499",0.129331,34.3584,"chloroplast","NC_035229.1/KX289923.1",76,"2017-07-14T00:00:00Z",111
"Caragana kozlowii","Eukaryota;Plants;Land Plants","","","PRJNA394385",0.131274,34.495,"chloroplast","NC_035228.1/KX349219.1",76,"2017-07-14T00:00:00Z",110
"Caragana microphylla","Eukaryota;Plants;Land Plants","","","PRJNA359961",0.130029,34.2624,"chloroplast","NC_032691.1/KX289922.1",76,"2017-01-05T00:00:00Z",111
"Caragana rosea var. rosea","Eukaryota;Plants;Land Plants","","","PRJNA508168",0.133122,34.8395,"chloroplast","NC_039932.1/MF593790.1",77,"2018-12-03T00:00:00Z",112
"Carangoides armatus","Eukaryota;Animals;Fishes","","","PRJNA12095",0.016556,45.4639,"mitochondrion","NC_004405.1/AP004444.1",13,"2002-11-18T00:00:00Z",13
"Carangoides equula","Eukaryota;Animals;Fishes","","","PRJNA267326",0.016588,48.3663,"mitochondrion","NC_025644.1/KM201334.1",13,"2014-11-14T00:00:00Z",13
"Carangoides malabaricus","Eukaryota;Animals;Fishes","","","PRJNA244188",0.016561,46.0178,"mitochondrion","NC_023968.1/KJ174514.1",13,"2014-04-09T00:00:00Z",13
"Caranx ignobilis Hawaiian Islands","Eukaryota;Animals;Fishes","","","PRJNA230105",0.016588,45.3521,"mitochondrion","NC_022932.1/KF649842.1",13,"2013-11-27T00:00:00Z",13
"Caranx melampygus","Eukaryota;Animals;Fishes","","","PRJNA12096",0.016593,44.7719,"mitochondrion","NC_004406.1/AP004445.1",13,"2002-11-18T00:00:00Z",13
"Caranx tille","Eukaryota;Animals;Fishes","","","PRJNA313555",0.016593,44.79,"mitochondrion","NC_029421.1/KT805946.1",13,"2016-03-01T00:00:00Z",37
"Carapa guianensis","Eukaryota;Plants;Land Plants","","","PRJNA453279",0.159483,37.9056,"chloroplast","NC_037442.1/MF401522.1",86,"2018-04-24T00:00:00Z",131
"Carapus bermudensis","Eukaryota;Animals;Fishes","","","PRJNA12063",0.016613,50.7133,"mitochondrion","NC_004373.1/AP004404.1",13,"2002-11-18T00:00:00Z",13
"Carassioides acuminatus","Eukaryota;Animals;Fishes","","","PRJNA348065",0.016579,41.9808,"mitochondrion","NC_031430.1/KX602324.1",13,"2016-10-13T00:00:00Z",37
"Carassius auratus","Eukaryota;Animals;Fishes","Wakin","","PRJNA487739",0.016578,42.5624,"mitochondrion","MT:NC_002079.1/CM010491.1",13,"1999-08-24T00:00:00Z",13
"Carassius auratus auratus Wakin","Eukaryota;Animals;Fishes","","","PRJNA13290",0.01658,42.3462,"mitochondrion","NC_006580.1/AB111951.1",13,"2004-12-31T00:00:00Z",13
"Carassius auratus ssp. 'Pingxiang'","Eukaryota;Animals;Fishes","","","PRJNA63089",0.016576,42.3444,"mitochondrion","NC_015142.1/HQ875340.1",13,"2011-02-16T00:00:00Z",13
"Carassius auratus x Cyprinus carpio","Eukaryota;Animals;Fishes","","","PRJNA12613",0.01658,42.2497,"mitochondrion","NC_006136.1/AY694420.1",13,"2004-08-13T00:00:00Z",13
"Carassius auratus x Cyprinus carpio x Carassius cuvieri","Eukaryota;Animals;Fishes","","","PRJNA13158",0.016581,42.2472,"mitochondrion","NC_006387.1/AY771781.1",13,"2004-11-04T00:00:00Z",13
"Carassius auratus x Megalobrama amblycephala pentaploid hybrid","Eukaryota;Animals;Fishes","","","PRJNA41325",0.01658,42.4306,"mitochondrion","NC_013433.1/GQ903707.1",13,"2009-10-22T00:00:00Z",13
"Carassius auratus x Megalobrama amblycephala tetraploid hybrid","Eukaryota;Animals;Fishes","","","PRJNA41319",0.01658,42.2376,"mitochondrion","NC_013430.1/GQ903705.1",13,"2009-10-22T00:00:00Z",13
"Carassius auratus x Megalobrama amblycephala triploid hybrid","Eukaryota;Animals;Fishes","","","PRJNA41321",0.01658,42.2738,"mitochondrion","NC_013431.1/GQ903706.1",13,"2009-10-22T00:00:00Z",13
"Carassius auratus x Megalobrama amblycephala x Carassius cuvieri","Eukaryota;Animals;Fishes","","","PRJNA413241",0.016596,42.3777,"mitochondrion","NC_035976.1/MF198464.1",13,"2017-10-06T00:00:00Z",37
"Carassius carassius","Eukaryota;Animals;Fishes","","","PRJNA13054",0.01658,42.2437,"mitochondrion","NC_006291.1/AY714387.1",13,"2004-09-17T00:00:00Z",13
"Carassius cuvieri","Eukaryota;Animals;Fishes","","","PRJNA29939",0.016581,42.4341,"mitochondrion","NC_010768.1/AB045144.1",13,"2008-05-28T00:00:00Z",13
"Carassius gibelio","Eukaryota;Animals;Fishes","","","PRJNA49347",0.016581,42.2472,"mitochondrion","NC_014177.1/GU170401.1",13,"2010-05-27T00:00:00Z",13
"Carbula sinica","Eukaryota;Animals;Insects","","","PRJNA479153",0.015233,23.541,"mitochondrion","NC_037741.1/KY069964.1",13,"2018-07-05T00:00:00Z",37
"Carcharhinus acronotus","Eukaryota;Animals;Fishes","","","PRJNA246074",0.016719,38.3516,"mitochondrion","NC_024055.1/KF728380.1",13,"2014-05-02T00:00:00Z",13
"Carcharhinus albimarginatus","Eukaryota;Animals;Other Animals","","","PRJNA628361",0.016706,38.6867,"mitochondrion","NC_047239.1/MT093206.1",13,"2020-04-26T00:00:00Z",37
"Carcharhinus amblyrhynchoides","Eukaryota;Animals;Fishes","","","PRJNA244183",0.016705,38.2101,"mitochondrion","NC_023948.1/KF956523.1",13,"2014-04-09T00:00:00Z",13
"Carcharhinus amblyrhynchos","Eukaryota;Animals;Other Animals","","","PRJNA628488",0.016705,38.4077,"mitochondrion","NC_047238.1/MT093205.1",13,"2020-04-26T00:00:00Z",37
"Carcharhinus amboinensis","Eukaryota;Animals;Fishes","","","PRJNA278594",0.016704,38.0029,"mitochondrion","NC_026696.1/KM921745.1",13,"2015-03-17T00:00:00Z",13
"Carcharhinus brevipinna","Eukaryota;Animals;Fishes","","","PRJNA284029",0.016706,38.5251,"mitochondrion","NC_027081.1/KM244770.1",13,"2015-05-14T00:00:00Z",37
"Carcharhinus falciformis","Eukaryota;Animals;Fishes","","","PRJNA541661",0.016677,38.5141,"mitochondrion","NC_042256.1/MK092088.1",13,"2019-05-12T00:00:00Z",37
"Carcharhinus leucas","Eukaryota;Animals;Fishes","","","PRJNA239607",0.016704,37.4341,"mitochondrion","NC_023522.1/KF646785.1",13,"2014-02-28T00:00:00Z",13
"Carcharhinus longimanus","Eukaryota;Animals;Fishes","","","PRJNA267321",0.016706,38.5011,"mitochondrion","NC_025520.1/KM434158.1",13,"2014-11-14T00:00:00Z",13
"Carcharhinus macloti","Eukaryota;Animals;Fishes","","","PRJNA261226",0.016701,39.2012,"mitochondrion","NC_024862.1/KJ865755.1",13,"2014-09-17T00:00:00Z",13
"Carcharhinus melanopterus","Eukaryota;Animals;Fishes","","","PRJNA252486",0.016706,38.6508,"mitochondrion","NC_024284.1/KJ720818.1",13,"2014-06-11T00:00:00Z",13
"Carcharhinus obscurus","Eukaryota;Animals;Fishes","","","PRJNA193929",0.016706,38.561,"mitochondrion","NC_020611.1/KC470543.1",13,"2013-03-25T00:00:00Z",13
"Carcharhinus plumbeus","Eukaryota;Animals;Fishes","","","PRJNA256443",0.016706,38.8603,"mitochondrion","NC_024596.1/KJ740750.1",13,"2014-07-28T00:00:00Z",13
"Carcharhinus sorrah","Eukaryota;Animals;Fishes","","","PRJNA239626",0.016707,38.9477,"mitochondrion","NC_023521.1/KF612341.1",13,"2014-02-28T00:00:00Z",13
"Carcharhinus tjutjot","Eukaryota;Animals;Fishes","","","PRJNA281842",0.016705,39.4133,"mitochondrion","NC_026871.1/KP091436.1",13,"2015-04-22T00:00:00Z",37
"Carcharias taurus","Eukaryota;Animals;Fishes","","","PRJNA239610",0.016773,39.5099,"mitochondrion","NC_023520.1/KF569943.1",13,"2014-02-28T00:00:00Z",13
"Carcharodon carcharias","Eukaryota;Animals;Fishes","","","PRJNA221185",0.016744,40.7549,"mitochondrion","NC_022415.1/KC914387.1",13,"2013-09-24T00:00:00Z",13
"Carcinochelis bannaensis","Eukaryota;Animals;Insects","","","PRJNA479088",0.015335,29.2599,"mitochondrion","NC_037734.1/KY069957.1",13,"2018-07-05T00:00:00Z",37
"Carcinocoris binghami","Eukaryota;Animals;Insects","","","PRJNA413260",0.015344,29.7771,"mitochondrion","NC_036012.1/KC887531.1",13,"2017-10-06T00:00:00Z",37
"Carcinoscorpius rotundicauda","Eukaryota;Animals;Other Animals","","","PRJNA182652",0.015033,26.2489,"mitochondrion","NC_019623.1/JQ178358.1",13,"2012-12-03T00:00:00Z",13
"Cardamine amara","Eukaryota;Plants;Land Plants","","","PRJNA435302",0.154561,36.4031,"plastid","NC_036962.1/KY562580.1",85,"2018-02-22T00:00:00Z",130
"Cardamine impatiens","Eukaryota;Plants;Land Plants","","","PRJNA274916",0.155611,36.331,"plastid","NC_026445.1/KJ136821.1",85,"2015-04-22T00:00:00Z",131
"Cardamine oligosperma","Eukaryota;Plants;Land Plants","","","PRJNA435312",0.153888,36.4083,"plastid","NC_036963.1/KY562581.1",86,"2018-02-22T00:00:00Z",131
"Cardamine parviflora","Eukaryota;Plants;Land Plants","","","PRJNA435313",0.154684,36.3819,"plastid","NC_036964.1/KY562582.1",86,"2018-02-22T00:00:00Z",131
"Cardamine resedifolia","Eukaryota;Plants;Land Plants","","","PRJNA274924",0.155036,36.2961,"plastid","NC_026446.1/KJ136822.1",85,"2015-04-22T00:00:00Z",131
"Cardellina canadensis","Eukaryota;Animals;Birds","","","PRJNA527612",0.016807,45.725,"mitochondrion","NC_041111.1/MK033135.1",13,"2019-03-18T00:00:00Z",37
"Cardinalis cardinalis","Eukaryota;Animals;Birds","","","PRJNA267332",0.016779,45.0802,"mitochondrion","NC_025618.1/KM078795.1",13,"2014-11-14T00:00:00Z",13
"Cardiocrinum cathayanum","Eukaryota;Plants;Land Plants","","","PRJNA377064",0.152416,37.0821,"plastid","NC_033897.1/KX575836.1",81,"2017-03-06T00:00:00Z",135
"Cardiocrinum cordatum","Eukaryota;Plants;Land Plants","","","PRJNA377065",0.15241,37.1052,"plastid","NC_033898.1/KX575837.1",82,"2017-03-06T00:00:00Z",135
"Cardiocrinum giganteum","Eukaryota;Plants;Land Plants","","","PRJNA377063",0.152653,37.0677,"plastid","NC_033896.1/KX528334.1",82,"2017-02-27T00:00:00Z",135
"Cardiodactylus muiri","Eukaryota;Animals;Insects","","","PRJNA479125",0.016328,23.524,"mitochondrion","NC_037914.1/MG680938.1",13,"2018-07-05T00:00:00Z",37
"Cardisoma carnifex","Eukaryota;Animals;Other Animals","","","PRJNA487419",0.015597,31.1406,"mitochondrion","NC_039105.1/MF461623.1",13,"2018-08-24T00:00:00Z",37
"Caretta caretta","Eukaryota;Animals;Reptiles","","","PRJNA85511",0.016737,38.7106,"mitochondrion","NC_016923.1/FR694649.1",13,"2012-02-20T00:00:00Z",36
"Carettochelys insculpta","Eukaryota;Animals;Reptiles","","","PRJNA48029",0.016439,39.8625,"mitochondrion","NC_014048.1/FJ862792.1",13,"2010-04-23T00:00:00Z",13
"Carex neurocarpa","Eukaryota;Plants;Land Plants","","","PRJNA414810",0.181397,33.8743,"chloroplast","NC_036037.1/KU238086.1",81,"2017-10-18T00:00:00Z",129
"Carex siderosticta","Eukaryota;Plants;Land Plants","","","PRJNA287415",0.195251,34.0884,"plastid","NC_027250.1/KP751906.1",82,"2015-06-18T00:00:00Z",127
"Cariama cristata","Eukaryota;Animals;Birds","bCarCri1","SAMN12614807","PRJNA561892",0.021618,43.5239,"mitochondrion","MT:CM020379.1",0,"2019-12-31T00:00:00Z",0
"Carica papaya","Eukaryota;Plants;Land Plants","","","PRJNA264084",0.1601,36.8907,"chloroplast","Pltd:NC_010323.1/",84,"2008-02-07T00:00:00Z",131
"Carica papaya","Eukaryota;Plants;Land Plants","","","PRJNA264084",0.47689,45.1171,"mitochondrion","MT:NC_012116.1/",39,"2009-02-24T00:00:00Z",61
"Caridina cf. nilotica HMG-2016","Eukaryota;Animals;Other Animals","","","PRJNA322479",0.015497,35.5424,"mitochondrion","NC_030219.1/KU726823.1",13,"2016-05-23T00:00:00Z",37
"Caridina gracilipes","Eukaryota;Animals;Other Animals","","","PRJNA259454",0.01555,36.6367,"mitochondrion","NC_024751.1/KM023648.1",13,"2014-08-26T00:00:00Z",13
"Caridina indistincta A","Eukaryota;Animals;Other Animals","","","PRJNA496182",0.015461,35.4376,"mitochondrion","NC_039593.1/MH189850.1",13,"2018-11-06T00:00:00Z",37
"Caridina multidentata","Eukaryota;Animals;Other Animals","","","PRJNA483625",0.015825,36.5687,"mitochondrion","NC_038067.1/MG580781.1",13,"2018-07-31T00:00:00Z",37
"Carinotetraodon lorteti","Eukaryota;Animals;Fishes","","","PRJNA65361",0.016456,46.2871,"mitochondrion","NC_015350.1/AP011918.1",13,"2011-04-05T00:00:00Z",12
"Carinotetraodon salivator","Eukaryota;Animals;Fishes","","","PRJNA65365",0.016437,46.0911,"mitochondrion","NC_015352.1/AP011919.1",13,"2011-04-05T00:00:00Z",12
"Carinotetraodon travancoricus","Eukaryota;Animals;Fishes","","","PRJNA504164",0.016487,44.0347,"mitochondrion","NC_039822.1/MG817403.1",13,"2018-11-09T00:00:00Z",37
"Carios faini","Eukaryota;Animals;Other Animals","","","PRJNA311805",0.014433,23.3216,"mitochondrion","NC_037524.1/KJ133589.1",13,"2018-04-24T00:00:00Z",37
"Carissa macrocarpa","Eukaryota;Plants;Land Plants","","","PRJNA362449",0.155297,38.0381,"chloroplast","NC_033354.1/KX364402.1",85,"2017-01-18T00:00:00Z",132
"Carlito syrichta","Eukaryota;Animals;Mammals","Samal-C Ts95f","","PRJNA236776",0.017004,39.1378,"mitochondrion","MT:NC_012774.1/",13,"2009-06-04T00:00:00Z",13
"Carludovica palmata","Eukaryota;Plants;Land Plants","","","PRJNA280295",0.158545,37.7445,"chloroplast","NC_026786.1/KP462882.1",86,"2015-04-22T00:00:00Z",133
"Carmichaelia australis","Eukaryota;Plants;Land Plants","","","PRJNA412055",0.122805,34.2763,"plastid","NC_035957.1/MF597719.1",76,"2017-10-06T00:00:00Z",110
"Carnegiea gigantea","Eukaryota;Plants;Land Plants","","","PRJNA290764",0.113064,36.6783,"chloroplast","NC_027618.1/KT164771.1",67,"2015-07-23T00:00:00Z",107
"Carollia perspicillata","Eukaryota;Animals;Mammals","","","PRJNA221172",0.016711,41.4458,"mitochondrion","NC_022422.1/HG003309.1",13,"2013-09-12T00:00:00Z",37
"Carpenteria californica","Eukaryota;Plants;Land Plants","","","PRJNA573386",0.157459,37.8117,"chloroplast","NC_044835.1/MN380687.1",85,"2019-09-21T00:00:00Z",132
"Carpinus betulus","Eukaryota;Plants;Land Plants","","","PRJNA508139",0.160583,36.4005,"chloroplast","NC_039934.1/MF977767.1",84,"2018-12-03T00:00:00Z",122
"Carpinus caroliniana","Eukaryota;Plants;Land Plants","","","PRJNA508138",0.160151,36.3357,"chloroplast","NC_039935.1/MF977768.1",84,"2018-12-03T00:00:00Z",122
"Carpinus cordata","Eukaryota;Plants;Land Plants","","","PRJNA430581",0.159157,36.474,"chloroplast","NC_036723.1/KY312849.1",85,"2018-01-18T00:00:00Z",130
"Carpinus fangiana","Eukaryota;Plants;Land Plants","","","PRJNA508125",0.159222,36.4529,"chloroplast","NC_039936.1/MF977770.1",83,"2018-12-03T00:00:00Z",121
"Carpinus fargesiana","Eukaryota;Plants;Land Plants","","","PRJNA508161",0.159484,36.4337,"chloroplast","NC_039937.1/MF977771.1",84,"2018-12-03T00:00:00Z",122
"Carpinus hebestroma","Eukaryota;Plants;Land Plants","","","PRJNA483638",0.159231,36.459,"chloroplast","NC_038131.1/MG720819.1",85,"2018-07-31T00:00:00Z",123
"Carpinus monbeigiana","Eukaryota;Plants;Land Plants","","","PRJNA508124",0.15945,36.4271,"chloroplast","NC_039997.1/MG386372.1",85,"2018-12-03T00:00:00Z",131
"Carpinus oblongifolia","Eukaryota;Plants;Land Plants","","","PRJNA483640",0.159086,36.4884,"chloroplast","NC_038092.1/MG720817.1",85,"2018-07-31T00:00:00Z",123
"Carpinus polyneura","Eukaryota;Plants;Land Plants","","","PRJNA508183",0.1594,36.441,"chloroplast","NC_039998.1/MG386373.1",85,"2018-12-03T00:00:00Z",131
"Carpinus purpurinervis","Eukaryota;Plants;Land Plants","","","PRJNA483639",0.159145,36.4617,"chloroplast","NC_038093.1/MG720818.1",85,"2018-07-31T00:00:00Z",123
"Carpinus putoensis","Eukaryota;Plants;Land Plants","","","PRJNA368889",0.159673,36.4457,"chloroplast","NC_033503.1/KX695124.1",83,"2017-01-26T00:00:00Z",128
"Carpinus rupestris","Eukaryota;Plants;Land Plants","","","PRJNA508170",0.158888,36.4307,"chloroplast","NC_039999.1/MG386374.1",85,"2018-12-03T00:00:00Z",131
"Carpinus tientaiensis","Eukaryota;Plants;Land Plants","","SAMN06006555","PRJNA389035",0.160104,36.3857,"chloroplast","NC_034910.1/KY117036.1",71,"2017-06-02T00:00:00Z",114
"Carpinus tschonoskii","Eukaryota;Plants;Land Plants","","","PRJNA508133",0.159505,36.4358,"chloroplast","NC_039938.1/MF977772.1",84,"2018-12-03T00:00:00Z",122
"Carpinus viminea","Eukaryota;Plants;Land Plants","","","PRJNA508123",0.158681,36.4971,"chloroplast","NC_039939.1/MF977773.1",82,"2018-12-03T00:00:00Z",120
"Carpiodes carpio","Eukaryota;Animals;Fishes","","","PRJNA12183",0.016611,45.8491,"mitochondrion","NC_005257.1/AY366087.1",13,"2003-12-03T00:00:00Z",13
"Carpodacus erythrinus","Eukaryota;Animals;Birds","","","PRJNA267402",0.01682,45.9988,"mitochondrion","NC_025597.1/KM078766.1",13,"2014-11-14T00:00:00Z",13
"Carpodacus roseus","Eukaryota;Animals;Birds","","","PRJNA267401",0.016796,45.6299,"mitochondrion","NC_025607.1/KM078779.1",13,"2014-11-14T00:00:00Z",13
"Carpodacus rubicilloides","Eukaryota;Animals;Birds","","","PRJNA524616",0.016805,46.1113,"mitochondrion","NC_040975.1/MH363715.1",13,"2019-02-27T00:00:00Z",37
"Carpodetus serratus","Eukaryota;Plants;Land Plants","","","PRJNA414806",0.162105,38.2055,"plastid","NC_036084.1/MF770619.1",89,"2017-10-18T00:00:00Z",136
"Carpophilus dimidiatus","Eukaryota;Animals;Insects","","","PRJNA609491",0.015717,24.8266,"mitochondrion","NC_046036.1/MN604384.1",13,"2020-03-07T00:00:00Z",37
"Carpophilus pilosellus","Eukaryota;Animals;Insects","","","PRJNA609479",0.015686,22.8101,"mitochondrion","NC_046035.1/MN604383.1",13,"2020-03-07T00:00:00Z",37
"Carposina sasakii","Eukaryota;Animals;Insects","","","PRJNA232889",0.015611,18.4998,"mitochondrion","NC_023212.1/HQ840719.1",13,"2014-01-02T00:00:00Z",13
"Carrhotus xanthogramma","Eukaryota;Animals;Other Animals","","","PRJNA289839",0.014563,24.9468,"mitochondrion","NC_027492.1/KP402247.1",13,"2015-07-14T00:00:00Z",37
"Carrierea calycina","Eukaryota;Plants;Land Plants","","","PRJNA555922",0.158085,36.7948,"chloroplast","NC_043884.1/MK263737.1",86,"2019-07-22T00:00:00Z",131
"Carteria cerasiformis","Eukaryota;Plants;Green Algae","","","PRJNA304822",0.318967,38.1102,"chloroplast","NC_028585.1/KT625420.1",78,"2015-12-03T00:00:00Z",113
"Carterocephalus silvicola","Eukaryota;Animals;Insects","","","PRJNA257615",0.015765,19.7019,"mitochondrion","NC_024646.1/KJ629163.1",13,"2014-08-06T00:00:00Z",13
"Carthamus tinctorius","Eukaryota;Plants;Land Plants","","","PRJNA339090",0.153114,37.7869,"chloroplast","NC_030783.1/KM207677.1",84,"2016-08-16T00:00:00Z",130
"Carum carvi","Eukaryota;Plants;Land Plants","","","PRJNA318196",0.155449,37.7699,"chloroplast","NC_029889.1/KR048286.1",80,"2016-04-12T00:00:00Z",128
"Carya cathayensis","Eukaryota;Plants;Land Plants","","SAMN10764993","PRJNA615483",0.160666,36.19,"chloroplast","NC_046572.1/MK414769.1",83,"2020-03-26T00:00:00Z",133
"Carya hunanensis","Eukaryota;Plants;Land Plants","","","PRJNA615442",0.160397,36.2482,"chloroplast","NC_046435.1/MH188303.1",89,"2020-03-26T00:00:00Z",137
"Carya illinoinensis","Eukaryota;Plants;Land Plants","","","PRJNA532166",0.160819,36.15,"chloroplast","NC_041449.1/MH909599.1",83,"2019-04-10T00:00:00Z",123
"Carya kweichowensis","Eukaryota;Plants;Land Plants","","","PRJNA522211",0.175313,35.756,"chloroplast","NC_040864.1/MH121170.1",94,"2019-02-25T00:00:00Z",142
"Caryanda elegans","Eukaryota;Animals;Insects","","","PRJNA430612",0.015459,25.1051,"mitochondrion","NC_036750.1/MF095791.1",13,"2018-01-18T00:00:00Z",37
"Caryanda sp. ZH-2016","Eukaryota;Animals;Insects","","","PRJNA321900",0.015445,24.7264,"mitochondrion","NC_030165.1/KU375571.1",13,"2016-05-19T00:00:00Z",37
"Caryophyllaeus brachycollis","Eukaryota;Animals;Flatworms","","","PRJNA394272",0.014504,36.7071,"mitochondrion","NC_035430.1/KT028770.1",12,"2017-07-14T00:00:00Z",36
"Caryopteris incana","Eukaryota;Plants;Land Plants","","","PRJNA615549",0.151687,38.2452,"chloroplast","NC_046409.1/MN918534.1",87,"2020-03-26T00:00:00Z",132
"Caryopteris mongholica","Eukaryota;Plants;Land Plants","","SAMN07225454","PRJNA400982",0.151707,38.2402,"chloroplast","NC_035729.1/MF346535.1",86,"2017-08-31T00:00:00Z",132
"Caryota mitis","Eukaryota;Plants;Land Plants","","","PRJNA319090",0.159819,37.1001,"plastid","NC_029948.1/KT312915.1",86,"2016-04-20T00:00:00Z",133
